16000000	16000000	76.0
16000000	16500000	3.0
16500000	16500000	853.0
16000000	17000000	7.0
16500000	17000000	136.0
17000000	17000000	10154.0
16000000	17500000	3.0
16500000	17500000	47.0
17000000	17500000	2078.0
17500000	17500000	26818.0
16500000	18000000	30.0
17000000	18000000	765.0
17500000	18000000	4046.0
18000000	18000000	23386.0
16500000	18500000	6.0
17000000	18500000	154.0
17500000	18500000	638.0
18000000	18500000	3075.0
18500000	18500000	8801.0
16500000	19000000	5.0
17000000	19000000	113.0
17500000	19000000	423.0
18000000	19000000	1004.0
18500000	19000000	1996.0
19000000	19000000	26732.0
16500000	19500000	1.0
17000000	19500000	83.0
17500000	19500000	352.0
18000000	19500000	758.0
18500000	19500000	1154.0
19000000	19500000	5785.0
19500000	19500000	24327.0
17000000	20000000	38.0
17500000	20000000	134.0
18000000	20000000	245.0
18500000	20000000	261.0
19000000	20000000	1016.0
19500000	20000000	3650.0
20000000	20000000	11987.0
16000000	20500000	1.0
16500000	20500000	1.0
17000000	20500000	20.0
17500000	20500000	121.0
18000000	20500000	194.0
18500000	20500000	167.0
19000000	20500000	664.0
19500000	20500000	1145.0
20000000	20500000	1843.0
20500000	20500000	13764.0
16500000	21000000	2.0
17000000	21000000	42.0
17500000	21000000	173.0
18000000	21000000	343.0
18500000	21000000	257.0
19000000	21000000	989.0
19500000	21000000	1214.0
20000000	21000000	1279.0
20500000	21000000	3139.0
21000000	21000000	20230.0
17000000	21500000	11.0
17500000	21500000	36.0
18000000	21500000	72.0
18500000	21500000	47.0
19000000	21500000	157.0
19500000	21500000	183.0
20000000	21500000	118.0
20500000	21500000	186.0
21000000	21500000	621.0
21500000	21500000	4110.0
16000000	22000000	1.0
16500000	22000000	2.0
17000000	22000000	57.0
17500000	22000000	220.0
18000000	22000000	384.0
18500000	22000000	266.0
19000000	22000000	677.0
19500000	22000000	669.0
20000000	22000000	461.0
20500000	22000000	542.0
21000000	22000000	1591.0
21500000	22000000	1588.0
22000000	22000000	24695.0
16500000	22500000	7.0
17000000	22500000	99.0
17500000	22500000	223.0
18000000	22500000	334.0
18500000	22500000	227.0
19000000	22500000	348.0
19500000	22500000	459.0
20000000	22500000	200.0
20500000	22500000	218.0
21000000	22500000	569.0
21500000	22500000	181.0
22000000	22500000	2440.0
22500000	22500000	18875.0
16000000	23000000	2.0
16500000	23000000	2.0
17000000	23000000	87.0
17500000	23000000	237.0
18000000	23000000	280.0
18500000	23000000	178.0
19000000	23000000	343.0
19500000	23000000	395.0
20000000	23000000	204.0
20500000	23000000	224.0
21000000	23000000	422.0
21500000	23000000	116.0
22000000	23000000	930.0
22500000	23000000	3506.0
